Num_Features,k,F1_Validation
113,5,0.5565357719282991
113,7,0.5621828030775038
113,9,0.5623416928277405
113,11,0.5770158167743121
113,13,0.5741837978397237
113,15,0.5707748846952527
114,1,0.5536164623604509
114,3,0.5450626075126419
114,5,0.5621840361272772
114,7,0.5653152647411276
114,9,0.5726546845076135
114,11,0.5835652107438015
114,13,0.5818856603683746
114,15,0.5818634924493499
115,1,0.5573887274992858
115,3,0.5497945211791271
115,5,0.5673461293122564
115,7,0.5765306434759688
115,9,0.577093489097493
115,11,0.5838175665718389
115,13,0.5900051819114579
115,15,0.5881910289204152
116,1,0.5599712227424847
116,3,0.5494458695338041
116,5,0.5656871388618809
116,7,0.5770335458953445
116,9,0.5760705477045882
116,11,0.5853642907452397
116,13,0.5850075963967257
116,15,0.5861351988510283
117,1,0.5601559660803123
117,3,0.548152572048691
117,5,0.5646189709911091
117,7,0.5771369182714599
117,9,0.5753988311838059
117,11,0.5896271233655079
117,13,0.5900358056272509
117,15,0.5897084699817462
118,1,0.5585361417408788
118,3,0.543194637129972
118,5,0.5603352710519061
118,7,0.5749372196921073
118,9,0.5739244296734414
118,11,0.5819439407833032
118,13,0.5851568094958643
118,15,0.582261777499766
119,1,0.5592782410127826
119,3,0.5468512036071634
119,5,0.5630840411086651
119,7,0.5743821855059369
119,9,0.5780868834605555
119,11,0.5792578754919898
119,13,0.5847035453105338
119,15,0.5812781233359738
120,1,0.5588943841610972
120,3,0.5529756846416636
120,5,0.5602528455046857
120,7,0.5739836265620094
120,9,0.5747516020611944
120,11,0.5814127588000305
120,13,0.5891356488255788
120,15,0.5831131278760999
121,1,0.5648997544723073
121,3,0.5523294956149438
121,5,0.5666269770581903
121,7,0.5667894307123623
121,9,0.5738439916441702
121,11,0.5844556775815006
121,13,0.5862758320272211
121,15,0.5875357710086574
122,1,0.5685828329713715
122,3,0.5587517974568392
122,5,0.5657083108625528
122,7,0.5704609560966535
122,9,0.5814922006651847
122,11,0.5858520351139063
122,13,0.5900592307015126
122,15,0.5876109057157441
123,1,0.570763499968502
123,3,0.5633842584412644
123,5,0.5681164691575749
123,7,0.5766984603508948
123,9,0.579008174974447
123,11,0.5852494295217744
123,13,0.5915625695343926
123,15,0.5873873701089856
124,1,0.5748614360687248
124,3,0.5642567289249135
124,5,0.5703988674929367
124,7,0.5819117100610383
124,9,0.5822502425325161
124,11,0.593704893634378
124,13,0.5905968991188564
124,15,0.590538364853737
125,1,0.571912740843655
125,3,0.5622092526000572
125,5,0.5677411977589029
125,7,0.5751192872649618
125,9,0.5817877581541302
125,11,0.5862099055164931
125,13,0.5863017088393444
125,15,0.585972836064031
126,1,0.5697990974379272
126,3,0.5558992625926779
126,5,0.5740517643153875
126,7,0.5815451895088855
126,9,0.5884406051375185
126,11,0.5955404860386865
126,13,0.5939243084687142
126,15,0.5959388796116439
127,1,0.571349968011435
127,3,0.5616843967513386
127,5,0.5780116666451546
127,7,0.5816070026316178
127,9,0.5876286711343714
127,11,0.5957063818273678
127,13,0.59603834695913
127,15,0.5936228519667562
128,1,0.564224001274264
128,3,0.5576699096568829
128,5,0.5747582738747018
128,7,0.5755900978656889
128,9,0.5865168074686192
128,11,0.5913857613654531
128,13,0.5895887091429268
128,15,0.5873915035617063
129,1,0.5655130450396308
129,3,0.5607082623117787
129,5,0.5829407795862399
129,7,0.5841447813993677
129,9,0.5915326723065198
129,11,0.5929719991585258
129,13,0.5939204642532605
129,15,0.5893901885931813
130,1,0.5632114791647885
130,3,0.5651399205384664
130,5,0.578843299280997
130,7,0.58920703666503
130,9,0.5971809590280271
130,11,0.5977637626156073
130,13,0.5969418504164922
130,15,0.5933686351190227
131,1,0.5611674637234643
131,3,0.5656909557144643
131,5,0.5832977392345671
131,7,0.5867675637799648
131,9,0.5933171295918013
131,11,0.5934456804590031
131,13,0.5946456093299167
131,15,0.5907247831720749
132,1,0.5658372184791078
132,3,0.5688010610538831
132,5,0.5831854476724028
132,7,0.5854825228396582
132,9,0.5908111582006691
132,11,0.590294732405763
132,13,0.5933160683854284
132,15,0.5913581378709895
133,1,0.5680836233479469
133,3,0.5661670459824005
133,5,0.5784715292432346
133,7,0.5838161111570072
133,9,0.5836771701311428
133,11,0.5879954659994155
133,13,0.5986756197526854
133,15,0.5972066241040839
134,1,0.571575380670148
134,3,0.5642414735203913
134,5,0.5792516692945838
134,7,0.5826505774231218
134,9,0.5848106415820356
134,11,0.589759677698316
134,13,0.5940895900005275
134,15,0.5920464415040129
135,1,0.5714533907043288
135,3,0.566755590687834
135,5,0.5799215007537492
135,7,0.5832460675028702
135,9,0.587619558136458
